,Suburb_id,Suburb,Postcode,LGA,City,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
1398,1398,Northcote,3070,City of Darebin,Melbourne,Café,Bar,Pizza Place,Vietnamese Restaurant,Gastropub,Camera Store,Fish & Chips Shop,Falafel Restaurant,Greek Restaurant,Vegetarian / Vegan Restaurant
1399,1399,Notting Hill,3168,City of Monash,Melbourne,Playground,Chinese Restaurant,Malay Restaurant,Café,,,,,,
1400,1400,Nutfield,3099,Shire of Nillumbik,Melbourne,,,,,,,,,,
1401,1401,Nyora,3987,"South Gippsland Shire, Shire of Baw Baw, Shire of Cardinia",Melbourne,Gym / Fitness Center,,,,,,,,,
1402,1402,Oak Park,3046,City of Moreland,Melbourne,Supermarket,Fast Food Restaurant,Café,,,,,,,
1403,1403,Oaklands Junction,3063,City of Hume,Melbourne,Farm,,,,,,,,,
1404,1404,Oakleigh,3166,City of Monash,Melbourne,Café,Greek Restaurant,Supermarket,Asian Restaurant,Bakery,Park,Seafood Restaurant,Eastern European Restaurant,Sandwich Place,Donut Shop
1405,1405,Oakleigh East,3166,City of Monash,Melbourne,Italian Restaurant,Home Service,Gym,Park,,,,,,
1406,1406,Oakleigh South,3167,"City of Kingston, City of Monash",Melbourne,Brewery,Gym,Golf Course,,,,,,,
1407,1407,Officer,3809,Shire of Cardinia,Melbourne,Café,Convenience Store,Sports Club,,,,,,,
1408,1408,Olinda,3788,Shire of Yarra Ranges,Melbourne,Sports Club,Golf Course,,,,,,,,
1409,1409,Pakenham,3810,Shire of Cardinia,Melbourne,Café,Supermarket,Mexican Restaurant,Department Store,Park,,,,,
1410,1410,Panton Hill,3759,Shire of Nillumbik,Melbourne,Convenience Store,Pub,,,,,,,,
1411,1411,Park Orchards,3114,City of Manningham,Melbourne,Farmers Market,Basketball Court,Burger Joint,Australian Restaurant,Athletics & Sports,Tour Provider,Business Service,,,
1412,1412,Parkdale,3195,City of Kingston,Melbourne,Café,Pizza Place,Thai Restaurant,Fast Food Restaurant,Australian Restaurant,Gift Shop,Diner,Train Station,Mexican Restaurant,Indian Restaurant
1413,1413,Parkville,3052,"City of Melbourne, City of Moreland",Melbourne,Zoo Exhibit,BBQ Joint,Hockey Arena,Sculpture Garden,Basketball Court,Zoo,,,,
1414,1414,Parwan,3340,"Shire of Moorabool, City of Melton",Melbourne,,,,,,,,,,
1415,1415,Pascoe Vale,3044,City of Moreland,Melbourne,Café,Park,Athletics & Sports,,,,,,,
1416,1416,Pascoe Vale South,3044,City of Moreland,Melbourne,Café,Carpet Store,Fish & Chips Shop,Liquor Store,Paintball Field,,,,,
1417,1417,Patterson Lakes,3197,City of Kingston,Melbourne,Café,,,,,,,,,
1418,1418,Pearcedale,3912,"Shire of Mornington Peninsula, City of Casey",Melbourne,Construction & Landscaping,Athletics & Sports,Café,Grocery Store,,,,,,
1419,1419,Plenty,3090,Shire of Nillumbik,Melbourne,,,,,,,,,,
1420,1420,Plumpton,3335,City of Melton,Melbourne,Farm,,,,,,,,,
1421,1421,Point Cook,3030,City of Wyndham,Melbourne,Italian Restaurant,Hotel,Electronics Store,Business Service,,,,,,
1422,1422,Point Leo,3916,Shire of Mornington Peninsula,Melbourne,Beach,Surf Spot,Train Station,,,,,,,
1423,1423,Port Melbourne,3207,"City of Port Phillip, City of Melbourne",Melbourne,Soccer Field,Fast Food Restaurant,Café,Go Kart Track,,,,,,
1424,1424,Portsea,3944,Shire of Mornington Peninsula,Melbourne,Campground,Pub,Café,Beach,,,,,,
1425,1425,Powelltown,3797,Shire of Yarra Ranges,Melbourne,Pub,,,,,,,,,
1426,1426,Prahran,3181,City of Stonnington,Melbourne,Café,Bar,Burger Joint,Dumpling Restaurant,Fish & Chips Shop,Greek Restaurant,Australian Restaurant,Pizza Place,Thai Restaurant,Japanese Restaurant
1427,1427,Preston,3072,City of Darebin,Melbourne,Board Shop,Australian Restaurant,Hookah Bar,Bus Line,Light Rail Station,,,,,
1428,1428,Princes Hill,3054,City of Yarra,Melbourne,Café,Light Rail Station,Breakfast Spot,Football Stadium,Soccer Field,Flower Shop,Bakery,,,
1429,1429,Ravenhall,3023,City of Melton,Melbourne,,,,,,,,,,
1430,1430,Red Hill,3937,Shire of Mornington Peninsula,Melbourne,Art Gallery,,,,,,,,,
1431,1431,Red Hill South,3937,Shire of Mornington Peninsula,Melbourne,Italian Restaurant,Australian Restaurant,Café,Grocery Store,Bakery,,,,,
1432,1432,Research,3095,Shire of Nillumbik,Melbourne,Trail,Fast Food Restaurant,Pizza Place,Fish & Chips Shop,,,,,,
1433,1433,Reservoir,3073,City of Darebin,Melbourne,Train Station,Supermarket,Sporting Goods Shop,Sandwich Place,,,,,,
1434,1434,Richmond,3121,City of Yarra,Melbourne,Café,Pub,Fast Food Restaurant,Burger Joint,Greek Restaurant,Bakery,Pizza Place,French Restaurant,Lounge,Breakfast Spot
1435,1435,Ringwood,3134,City of Maroondah,Melbourne,Café,Fast Food Restaurant,Gastropub,Supermarket,Department Store,Japanese Restaurant,Gym / Fitness Center,Shopping Mall,Greek Restaurant,Electronics Store
1436,1436,Ringwood East,3135,City of Maroondah,Melbourne,,,,,,,,,,
1437,1437,Ringwood North,3134,City of Maroondah,Melbourne,Bowling Green,Malay Restaurant,Park,Café,,,,,,
1438,1438,Ripponlea,3185,City of Port Phillip,Melbourne,Café,Indian Restaurant,Light Rail Station,Supermarket,Garden,Molecular Gastronomy Restaurant,Lounge,Grocery Store,Pizza Place,Performing Arts Venue
1439,1439,Rockbank,3335,City of Melton,Melbourne,Playground,,,,,,,,,
1440,1440,Rosanna,3084,City of Banyule,Melbourne,Café,Italian Restaurant,Sandwich Place,Pizza Place,Grocery Store,Bakery,,,,
1441,1441,Rosebud,3939,Shire of Mornington Peninsula,Melbourne,Motel,Tapas Restaurant,Construction & Landscaping,Fish & Chips Shop,Australian Restaurant,Thrift / Vintage Store,,,,
1442,1442,Rowville,3178,City of Knox,Melbourne,Supermarket,Department Store,Café,Asian Restaurant,,,,,,
1443,1443,Roxburgh Park,3064,City of Hume,Melbourne,Electronics Store,,,,,,,,,
1444,1444,Rye,3941,Shire of Mornington Peninsula,Melbourne,Hotel,Park,,,,,,,,
1445,1445,Rythdale,3810,Shire of Cardinia,Melbourne,,,,,,,,,,
1446,1446,Safety Beach,3936,Shire of Mornington Peninsula,Melbourne,Campground,Beach,Greek Restaurant,,,,,,,
1447,1447,Sandhurst,3977,City of Frankston,Melbourne,Women's Store,Golf Course,,,,,,,,
1448,1448,Sandringham,3191,City of Bayside,Melbourne,Japanese Restaurant,Garden,Garden Center,Australian Restaurant,,,,,,
1449,1449,Sassafras,3787,"Shire of Yarra Ranges, City of Knox",Melbourne,Café,Tea Room,Toy / Game Store,,,,,,,
1450,1450,Scoresby,3179,City of Knox,Melbourne,Sporting Goods Shop,Café,Diner,,,,,,,
1451,1451,Seabrook,3028,City of Hobsons Bay,Melbourne,Pizza Place,Shopping Plaza,Indian Restaurant,Fish & Chips Shop,,,,,,
1452,1452,Seaford,3198,City of Frankston,Melbourne,Construction & Landscaping,,,,,,,,,
1453,1453,Seaholme,3018,City of Hobsons Bay,Melbourne,Greek Restaurant,Train Station,Park,Athletics & Sports,,,,,,
1454,1454,Seddon,3011,City of Maribyrnong,Melbourne,Café,Bakery,Wine Bar,Grocery Store,Fast Food Restaurant,Gastropub,Gym,Train Station,Wine Shop,African Restaurant
1455,1455,Selby,3159,Shire of Yarra Ranges,Melbourne,Train Station,Music Venue,Grocery Store,,,,,,,
1456,1456,Seville,3139,Shire of Yarra Ranges,Melbourne,Sandwich Place,Café,Food & Drink Shop,Grocery Store,,,,,,
1457,1457,Seville East,3139,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1458,1458,Sherbrooke,3789,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1459,1459,Shoreham,3916,Shire of Mornington Peninsula,Melbourne,,,,,,,,,,
1460,1460,Silvan,3795,Shire of Yarra Ranges,Melbourne,Café,,,,,,,,,
1461,1461,Skye,3977,City of Frankston,Melbourne,Ice Cream Shop,,,,,,,,,
1462,1462,Smiths Gully,3760,Shire of Nillumbik,Melbourne,,,,,,,,,,
1463,1463,Somers,3927,Shire of Mornington Peninsula,Melbourne,,,,,,,,,,
1464,1464,Somerville,3912,Shire of Mornington Peninsula,Melbourne,Sandwich Place,Supermarket,Pub,,,,,,,
1465,1465,Sorrento,3943,Shire of Mornington Peninsula,Melbourne,Accessories Store,Café,Business Service,,,,,,,
1466,1466,South Kingsville,3015,City of Hobsons Bay,Melbourne,Indian Restaurant,Pizza Place,Playground,Bakery,,,,,,
1467,1467,South Melbourne,3205,City of Port Phillip,Melbourne,Café,Pub,Paper / Office Supplies Store,Bar,Bakery,Salad Place,Sandwich Place,Dumpling Restaurant,Mexican Restaurant,Beer Bar
1468,1468,South Morang,3752,City of Whittlesea,Melbourne,Soccer Field,,,,,,,,,
1469,1469,South Wharf,3006,"City of Melbourne, City of Port Phillip",Melbourne,Bar,Hotel,Clothing Store,Australian Restaurant,Grocery Store,Café,Italian Restaurant,Lebanese Restaurant,Bookstore,Harbor / Marina
1470,1470,South Yarra,3141,"City of Stonnington, City of Melbourne",Melbourne,Café,Italian Restaurant,Japanese Restaurant,Hotel,Bar,Grocery Store,Dessert Shop,Thai Restaurant,Convenience Store,Steakhouse
1471,1471,Southbank,3006,"City of Melbourne, City of Port Phillip",Melbourne,Café,Bar,Gym,Asian Restaurant,Pet Store,Bakery,Nightclub,Lounge,Supermarket,Mexican Restaurant
1472,1472,Spotswood,3015,City of Hobsons Bay,Melbourne,Café,Bakery,Breakfast Spot,Post Office,Bar,Train Station,Pub,,,
1473,1473,Springvale,3171,City of Greater Dandenong,Melbourne,Vietnamese Restaurant,Chinese Restaurant,Shopping Mall,Bakery,Farmers Market,Asian Restaurant,Cambodian Restaurant,Grocery Store,Café,Burger Joint
1474,1474,Springvale South,3172,City of Greater Dandenong,Melbourne,Convenience Store,Buddhist Temple,Asian Restaurant,Athletics & Sports,Burger Joint,Vietnamese Restaurant,,,,
1475,1475,St Albans,3021,City of Brimbank,Melbourne,Vietnamese Restaurant,Asian Restaurant,Grocery Store,Market,Pizza Place,Portuguese Restaurant,Bakery,,,
1476,1476,St Andrews Beach,3941,Shire of Mornington Peninsula,Melbourne,Beach,,,,,,,,,
1477,1477,St Helena,3088,City of Banyule,Melbourne,Fried Chicken Joint,Supermarket,Shopping Mall,Pharmacy,Bakery,,,,,
1478,1478,St Kilda,3182,City of Port Phillip,Melbourne,Café,Hostel,Japanese Restaurant,Hotel,Convenience Store,Pizza Place,Thai Restaurant,Australian Restaurant,Pub,College Theater
1479,1479,St Kilda East,3183,"City of Port Phillip, City of Glen Eira",Melbourne,Light Rail Station,Pizza Place,Café,Convenience Store,Pub,Playground,,,,
1480,1480,St Kilda West,3182,City of Port Phillip,Melbourne,Bar,Café,Pizza Place,Italian Restaurant,Music Venue,Theater,Ice Cream Shop,Convenience Store,Australian Restaurant,Burger Joint
1481,1481,Steels Creek,3775,Shire of Yarra Ranges,Melbourne,Museum,,,,,,,,,
1482,1482,Strathewen,3099,Shire of Nillumbik,Melbourne,Bus Station,,,,,,,,,
1483,1483,Strathmore,3041,City of Moonee Valley,Melbourne,Bakery,Fast Food Restaurant,Seafood Restaurant,Café,Grocery Store,,,,,
1484,1484,Strathmore Heights,3041,City of Moonee Valley,Melbourne,Baseball Field,Auto Dealership,,,,,,,,
1485,1485,Sunbury,3429,City of Hume,Melbourne,Fast Food Restaurant,Convenience Store,Grocery Store,Portuguese Restaurant,,,,,,
1486,1486,Sunshine,3020,City of Brimbank,Melbourne,Vietnamese Restaurant,Bakery,Supermarket,Afghan Restaurant,Gym / Fitness Center,,,,,
1487,1487,Sunshine North,3020,City of Brimbank,Melbourne,Gas Station,Convenience Store,Pizza Place,Grocery Store,,,,,,
1488,1488,Sunshine West,3020,City of Brimbank,Melbourne,Pet Store,BBQ Joint,Convenience Store,Lake,Grocery Store,,,,,
1489,1489,Surrey Hills,3127,"City of Boroondara, City of Whitehorse",Melbourne,Café,Supermarket,Garden Center,Peking Duck Restaurant,Burger Joint,Wine Shop,Thai Restaurant,Bakery,,
1490,1490,Sydenham,3037,City of Brimbank,Melbourne,Jewelry Store,Wine Shop,Park,Toy / Game Store,,,,,,
1491,1491,Tarneit,3029,City of Wyndham,Melbourne,Discount Store,,,,,,,,,
1492,1492,Taylors Hill,3037,City of Melton,Melbourne,Health & Beauty Service,,,,,,,,,
1493,1493,Taylors Lakes,3038,City of Brimbank,Melbourne,Fast Food Restaurant,Shopping Mall,Electronics Store,Liquor Store,Video Game Store,Clothing Store,Café,,,
1494,1494,Tecoma,3160,Shire of Yarra Ranges,Melbourne,Bakery,Fried Chicken Joint,Train Station,Indian Restaurant,Fast Food Restaurant,,,,,
1495,1495,Templestowe,3106,City of Manningham,Melbourne,Café,Chinese Restaurant,Fish & Chips Shop,,,,,,,
1496,1496,Templestowe Lower,3107,City of Manningham,Melbourne,Furniture / Home Store,,,,,,,,,
1497,1497,The Basin,3154,City of Knox,Melbourne,Café,Bakery,Park,Temple,,,,,,
1498,1498,The Patch,3792,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1499,1499,Thomastown,3074,City of Whittlesea,Melbourne,Gas Station,Café,,,,,,,,
1500,1500,Thornbury,3071,City of Darebin,Melbourne,Café,Playground,,,,,,,,
1501,1501,Three Bridges,3797,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1502,1502,Tonimbuk,3815,Shire of Cardinia,Melbourne,,,,,,,,,,
1503,1503,Toolern Vale,3337,"City of Melton, Shire of Macedon Ranges",Melbourne,Fast Food Restaurant,,,,,,,,,
1504,1504,Tooradin,3980,City of Casey,Melbourne,Italian Restaurant,Bakery,Fish & Chips Shop,Grocery Store,,,,,,
1505,1505,Toorak,3142,City of Stonnington,Melbourne,Supermarket,Pharmacy,Grocery Store,Spa,,,,,,
1506,1506,Tootgarook,3941,Shire of Mornington Peninsula,Melbourne,Construction & Landscaping,,,,,,,,,
1507,1507,Tottenham,3012,City of Maribyrnong,Melbourne,,,,,,,,,,
1508,1508,Travancore,3032,City of Moonee Valley,Melbourne,Health & Beauty Service,Hockey Field,Casino,Grocery Store,Gastropub,Yoga Studio,Light Rail Station,,,
1509,1509,Tremont,3785,Shire of Yarra Ranges,Melbourne,Trail,Mountain,,,,,,,,
1510,1510,Truganina,3029,"City of Melton, City of Wyndham",Melbourne,Shopping Mall,,,,,,,,,
1511,1511,Tuerong,3915,Shire of Mornington Peninsula,Melbourne,,,,,,,,,,
1512,1512,Tullamarine,3043,"City of Moreland, City of Brimbank, City of Hume",Melbourne,Gym / Fitness Center,Convenience Store,Noodle House,Chinese Restaurant,Fast Food Restaurant,Lounge,Café,Pizza Place,Bakery,Stadium
1513,1513,Tyabb,3913,Shire of Mornington Peninsula,Melbourne,,,,,,,,,,
1514,1514,Tynong,3813,Shire of Cardinia,Melbourne,,,,,,,,,,
1515,1515,Tynong North,3813,Shire of Cardinia,Melbourne,,,,,,,,,,
1516,1516,Upper Ferntree Gully,3156,"Shire of Yarra Ranges, City of Knox",Melbourne,Shopping Mall,Indian Restaurant,Café,Food & Drink Shop,,,,,,
1517,1517,Upwey,3158,"City of Knox, Shire of Yarra Ranges",Melbourne,Supermarket,Convenience Store,Café,Grocery Store,Bakery,Thai Restaurant,Train Station,,,
1518,1518,Vermont,3133,"City of Maroondah, City of Whitehorse",Melbourne,Indian Restaurant,Convenience Store,Pizza Place,Thai Restaurant,,,,,,
1519,1519,Vermont South,3133,City of Whitehorse,Melbourne,Pizza Place,Chinese Restaurant,Bakery,Sushi Restaurant,Food & Drink Shop,Bus Station,Thai Restaurant,Fast Food Restaurant,Shopping Mall,Malay Restaurant
1520,1520,Vervale,3814,Shire of Cardinia,Melbourne,,,,,,,,,,
1521,1521,Viewbank,3084,City of Banyule,Melbourne,Park,Pharmacy,Athletics & Sports,,,,,,,
1522,1522,Wandin East,3139,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1523,1523,Wandin North,3139,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1524,1524,Wantirna,3152,City of Knox,Melbourne,Café,Shopping Mall,Restaurant,Sandwich Place,Arcade,Fast Food Restaurant,Other Nightlife,Pizza Place,Pharmacy,Grocery Store
1525,1525,Wantirna South,3152,City of Knox,Melbourne,Gas Station,,,,,,,,,
1526,1526,Warburton,3799,Shire of Yarra Ranges,Melbourne,Bakery,Ice Cream Shop,Grocery Store,Italian Restaurant,,,,,,
1527,1527,Warneet,3980,City of Casey,Melbourne,Harbor / Marina,Convenience Store,Sports Bar,,,,,,,
1528,1528,Warrandyte,3113,City of Manningham,Melbourne,Café,Dog Run,Pub,Candy Store,Bakery,,,,,
1529,1529,Warrandyte South,3134,City of Manningham,Melbourne,Wedding Hall,,,,,,,,,
1530,1530,Warranwood,3134,City of Maroondah,Melbourne,,,,,,,,,,
1531,1531,Waterways,3195,City of Kingston,Melbourne,Café,,,,,,,,,
1532,1532,Watsonia,3087,City of Banyule,Melbourne,Pizza Place,Fish & Chips Shop,Bakery,Grocery Store,Australian Restaurant,Thrift / Vintage Store,Café,Sandwich Place,Train Station,
1533,1533,Watsonia North,3087,City of Banyule,Melbourne,Pizza Place,,,,,,,,,
1534,1534,Watsons Creek,3097,Shire of Nillumbik,Melbourne,Café,,,,,,,,,
1535,1535,Wattle Glen,3096,Shire of Nillumbik,Melbourne,Café,,,,,,,,,
1536,1536,Werribee,3030,City of Wyndham,Melbourne,Café,Chinese Restaurant,Bar,Bus Station,Gym,Middle Eastern Restaurant,Convenience Store,Pub,Neighborhood,Fast Food Restaurant
1537,1537,Werribee South,3030,City of Wyndham,Melbourne,Fruit & Vegetable Store,,,,,,,,,
1538,1538,Wesburn,3799,Shire of Yarra Ranges,Melbourne,Rock Club,Pub,Café,,,,,,,
1539,1539,West Footscray,3012,City of Maribyrnong,Melbourne,Indian Restaurant,Park,Café,South Indian Restaurant,,,,,,
1540,1540,West Melbourne,3003,City of Melbourne,Melbourne,Asian Restaurant,Tour Provider,,,,,,,,
1541,1541,Westmeadows,3049,City of Hume,Melbourne,Park,Miscellaneous Shop,Pizza Place,Hotel,Dive Bar,Grocery Store,Pharmacy,Fish & Chips Shop,Chinese Restaurant,Bakery
1542,1542,Wheelers Hill,3150,City of Monash,Melbourne,Café,Japanese Restaurant,Portuguese Restaurant,Fish & Chips Shop,Pizza Place,Art Gallery,Shopping Mall,Supermarket,Pub,Indian Restaurant
1543,1543,Whittlesea,3757,City of Whittlesea,Melbourne,Grocery Store,Bakery,Deli / Bodega,Fast Food Restaurant,Café,,,,,
1544,1544,Wildwood,3429,City of Hume,Melbourne,,,,,,,,,,
1545,1545,Williams Landing,3027,City of Wyndham,Melbourne,Playground,,,,,,,,,
1546,1546,Williamstown,3016,City of Hobsons Bay,Melbourne,Italian Restaurant,Supermarket,Convenience Store,Pub,Food,,,,,
1547,1547,Williamstown North,3016,City of Hobsons Bay,Melbourne,Rental Car Location,Park,Airport Terminal,Antique Shop,,,,,,
1548,1548,Windsor,3181,"City of Port Phillip, City of Stonnington",Melbourne,Café,Pub,Japanese Restaurant,Thai Restaurant,Cocktail Bar,Restaurant,Middle Eastern Restaurant,Bar,Fish & Chips Shop,Sandwich Place
1549,1549,Wollert,3750,City of Whittlesea,Melbourne,,,,,,,,,,
1550,1550,Wonga Park,3115,City of Manningham,Melbourne,,,,,,,,,,
1551,1551,Woodstock,3751,City of Whittlesea,Melbourne,Café,,,,,,,,,
1552,1552,Woori Yallock,3139,Shire of Yarra Ranges,Melbourne,Shopping Mall,Café,Pizza Place,Vineyard,,,,,,
1553,1553,Wyndham Vale,3024,City of Wyndham,Melbourne,Sandwich Place,Asian Restaurant,Playground,Thai Restaurant,Pizza Place,Convenience Store,Fast Food Restaurant,,,
1554,1554,Yallambie,3085,City of Banyule,Melbourne,Park,Athletics & Sports,Tennis Court,Spa,,,,,,
1555,1555,Yan Yean,3755,"Shire of Nillumbik, City of Whittlesea",Melbourne,,,,,,,,,,
1556,1556,Yannathan,3981,Shire of Cardinia,Melbourne,,,,,,,,,,
1557,1557,Yarra Glen,3775,Shire of Yarra Ranges,Melbourne,Australian Restaurant,,,,,,,,,
1558,1558,Yarra Junction,3797,Shire of Yarra Ranges,Melbourne,Australian Restaurant,Gym,,,,,,,,
1559,1559,Yarrambat,3091,Shire of Nillumbik,Melbourne,Pet Store,Café,,,,,,,,
1560,1560,Yarraville,3013,City of Maribyrnong,Melbourne,Sandwich Place,Food Truck,Fast Food Restaurant,Paper / Office Supplies Store,,,,,,
1561,1561,Yellingbo,3139,Shire of Yarra Ranges,Melbourne,Burger Joint,,,,,,,,,
1562,1562,Yuroke,3063,City of Hume,Melbourne,,,,,,,,,,
1563,1563,Beenak,3799,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1564,1564,Big Pats Creek,3799,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1565,1565,Gilderoy,3797,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1566,1566,Manor Lakes,3024,City of Wyndham,Melbourne,Hostel,,,,,,,,,
1567,1567,Mount Toolebewong,3777,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1568,1568,Reefton,3799,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1569,1569,Somerton,3062,City of Hume,Melbourne,,,,,,,,,,
1570,1570,Tarrawarra,3775,Shire of Yarra Ranges,Melbourne,,,,,,,,,,
1571,1571,Yering,3770,Shire of Yarra Ranges,Melbourne,Cheese Shop,,,,,,,,,
1572,1572,Austins Ferry,7011,City of Glenorchy,Hobart,Construction & Landscaping,,,,,,,,,
1573,1573,Battery Point,7004,City of Hobart,Hobart,Hotel,Restaurant,Liquor Store,Tea Room,Café,Asian Restaurant,Thai Restaurant,Gastropub,Playground,Hostel
1574,1574,Bellerive,7018,City of Clarence,Hobart,Italian Restaurant,Pub,Harbor / Marina,Seafood Restaurant,Australian Restaurant,Stadium,Bakery,Deli / Bodega,,
1575,1575,Berriedale,7011,City of Glenorchy,Hobart,Health & Beauty Service,Campground,Pub,,,,,,,
1576,1576,Blackmans Bay,7052,Kingborough Council,Hobart,,,,,,,,,,
1577,1577,Bonnet Hill,7053,Kingborough,Hobart,,,,,,,,,,
1578,1578,Bridgewater,7030,Municipality of Brighton,Hobart,Shopping Mall,Grocery Store,Non-Profit,Fast Food Restaurant,Gym,,,,,
1579,1579,Brighton,7030,Brighton Council,Hobart,Bakery,Playground,Bistro,Grocery Store,,,,,,
1580,1580,Claremont,7011,City of Glenorchy,Hobart,Shopping Mall,Supermarket,Gas Station,Gym / Fitness Center,Fast Food Restaurant,,,,,
1581,1581,Clarendon Vale,7019,City of Clarence,Hobart,,,,,,,,,,
1582,1582,Collinsvale,7012,City of Glenorchy,Hobart,Candy Store,,,,,,,,,
1583,1583,Derwent Park,7009,City of Glenorchy,Hobart,Fast Food Restaurant,Sports Bar,,,,,,,,
1584,1584,Dodges Ferry,7173,Sorell Council,Hobart,Liquor Store,,,,,,,,,
1585,1585,Dowsing Point,7010,City of Glenorchy,Hobart,,,,,,,,,,
1586,1586,Dynnyrne,7005,City of Hobart,Hobart,Bookstore,Climbing Gym,,,,,,,,
1587,1587,Fern Tree,7054,City of Hobart,Hobart,Trail,Pub,Waterfall,,,,,,,
